customer_id,age,gender,education_level,employment_type,join_date,annual_income,loan_amount,credit_score,transaction_count,spending_ratio,default_flag,repayment_history,inflation_rate,unemployment_rate,avg_interest_rate,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,income_band,credit_score_above_700,transaction_count_qbin,transaction_count_kmeans_bin,spending_ratio_log,spending_ratio_sqrt,spending_ratio_reciprocal,loan_amount_boxcox,annual_income_yeojohnson,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
CUST100010,31.0,Female,Graduate,Self-Employed,2020-08-06,318698.92279869213,52635.60349056376,575.1376227306803,42,56.06691341921098,1,1,4.93,3.44,11.79,2020,8,6,Thursday,2.0,0,False,True,False,False,False,False,False,False,True,Medium,0.0,Q2,2,4.044224498964955,7.487784279692557,0.01752328871642391,-1.3138017794768442,-0.1614575880304479,0.16515777031292733,7.0,0.5606691341921097
CUST100011,44.0,Male,Graduate,Salaried,2021-09-20,644334.9668092511,288669.5880455232,671.0411745415798,48,22.194381554227206,0,1,4.93,3.44,11.79,2021,9,20,Monday,2.0,1,False,True,False,False,False,False,False,True,False,High,0.0,Q3,1,3.143910074956554,4.711091333674949,0.04311388935557752,0.7130514715148171,0.9183222825458558,0.4480116754721786,8.0,0.22194381554227205
CUST100012,56.0,Male,Graduate,Salaried,2023-10-01,936670.0515125548,312964.01747728966,714.4512433365612,48,36.31879393210495,0,0,7.2,8.56,11.89,2023,10,1,Sunday,2.0,1,False,False,True,False,False,False,False,False,True,High,1.0,Q3,1,3.6194970585251327,6.026507606574885,0.026796149999362945,0.8145155921959664,1.4202808469937502,0.33412407813392636,8.0,0.36318793932104954
CUST100013,60.0,Male,Post-Graduate,Salaried,2016-11-24,185226.1325752394,99344.62111044864,618.5727223881362,48,56.75028428746567,0,3,4.93,3.44,11.79,2016,11,24,Thursday,3.0,1,False,True,False,False,True,False,False,False,False,Low,0.0,Q3,1,4.056128272116465,7.533278455457867,0.017315932074416535,-0.5813511721326996,-1.1316136377471695,0.5363423601693706,8.0,0.5675028428746567
CUST100014,44.0,Female,Graduate,Salaried,2016-01-11,1197443.6791810172,247551.20605550823,694.3494712646036,45,10.116643239629058,0,2,4.93,3.44,11.79,2016,1,11,Monday,2.0,0,False,True,False,False,True,False,False,False,False,Very High,0.0,Q2,2,2.4084433763116078,3.1806671060689546,0.08995521205854297,0.5214489030047713,1.7255257004991562,0.20673306841856567,7.5,0.10116643239629058
CUST100015,23.0,Male,Graduate,Self-Employed,2018-11-16,226935.8461151307,148260.52912092302,539.8707924740349,47,26.290750296057443,0,1,7.12,7.52,10.17,2018,11,16,Friday,2.0,1,False,False,False,True,False,False,True,False,False,Low,0.0,Q3,1,3.306547827785235,5.127450662469356,0.03664245171538816,-0.10516423748963631,-0.7532601758810529,0.6533147215786547,7.833333333333333,0.2629075029605744
CUST100016,42.0,Female,Graduate,Salaried,2021-02-07,401722.1942996885,295671.2427167472,544.3178333265124,32,24.382643321630727,0,1,7.12,7.52,10.17,2021,2,7,Sunday,2.0,0,False,False,False,True,False,False,False,False,True,Medium,0.0,Q1,0,3.2340656066514737,4.937878423131814,0.039397000041670766,0.7430927083883192,0.21452465216026612,0.7360092295427763,5.333333333333333,0.24382643321630726
CUST100017,22.0,Female,Graduate,Salaried,2020-09-14,492139.6484381945,113528.52601774888,614.7930975797898,41,29.42039692684615,0,1,4.93,3.44,11.79,2020,9,14,Monday,2.0,0,False,True,False,False,False,False,False,False,True,Medium,0.0,Q1,2,3.415113334965814,5.424057238529674,0.03287268086622154,-0.42388765834380326,0.5269968840614953,0.23068355979452526,6.833333333333333,0.2942039692684615
CUST100018,44.0,Female,Graduate,Salaried,2018-05-20,1570256.6755126158,288064.32495736046,697.2013935993382,51,18.23227026442316,0,3,4.65,3.95,7.17,2018,5,20,Sunday,2.0,0,True,False,False,False,False,True,False,False,False,Very High,0.0,Q4,1,2.9565896111046785,4.2699262598343735,0.05199594152177922,0.7104224589760519,2.0416058377362916,0.18345046988150573,8.5,0.18232270264423162
CUST100019,64.0,Male,Secondary,Self-Employed,2025-11-11,261615.35605080752,56616.80347733685,710.9198384788069,42,30.70491158150884,0,2,4.93,3.44,11.79,2025,11,11,Tuesday,1.0,1,False,True,False,False,False,False,False,True,False,Low,1.0,Q2,2,3.4564716083611273,5.541201276032918,0.03154085440134856,-1.2311335995161488,-0.49938378825833873,0.21641238622988734,7.0,0.30704911581508837
CUST100020,50.0,Female,Graduate,Self-Employed,2020-05-25,123248.4101232442,98808.50299573869,555.4387162033549,48,46.36947732184882,1,4,7.12,7.52,10.17,2020,5,25,Monday,2.0,0,False,False,False,True,False,False,True,False,False,Low,0.0,Q3,1,3.8579780829260595,6.809513736079017,0.021110640364586784,-0.5877091022242622,-1.9501281252135645,0.8017020495188015,8.0,0.4636947732184882
CUST100021,58.0,Male,Secondary,Salaried,2015-05-14,885783.3574310901,462867.3418531842,707.9536563786064,50,29.10255204079671,0,1,4.65,3.95,7.17,2015,5,14,Thursday,1.0,1,True,False,False,False,False,False,False,False,True,High,1.0,Q4,1,3.404609953569279,5.394678122075191,0.033219774809947755,1.3129238687168818,1.3482421367577215,0.5225514094050849,8.333333333333334,0.2910255204079671
CUST100022,22.0,Female,Secondary,Salaried,2022-12-22,219690.68631252533,104091.37975122246,663.3205632347824,48,29.916389489996103,0,0,4.65,3.95,7.17,2022,12,22,Thursday,1.0,0,True,False,False,False,False,True,False,False,False,Low,0.0,Q3,1,3.4312864474961016,5.469587689213521,0.03234530346189289,-0.526424871211717,-0.8124436082203164,0.4738087968060021,8.0,0.29916389489996104
CUST100023,41.0,Male,Graduate,Self-Employed,2017-07-12,291573.3409707845,54048.79139047318,579.6636244438946,43,45.3292859558994,0,1,4.93,3.44,11.79,2017,7,12,Wednesday,2.0,1,False,True,False,False,False,False,False,True,False,Low,0.0,Q2,2,3.8357742871772484,6.732702722970872,0.021584619304340125,-1.2838043593367938,-0.31172683267366114,0.18536945528188342,7.166666666666667,0.453292859558994
CUST100024,53.0,Male,Graduate,Salaried,2016-11-20,185229.376244124,114776.4207981852,543.2649318381601,52,23.94392029181646,0,0,7.12,7.52,10.17,2016,11,20,Sunday,2.0,1,False,False,False,True,False,False,True,False,False,Low,0.0,Q4,1,3.216630116825087,4.893252526879893,0.04008992926136304,-0.4109336726414848,-1.1315801899798263,0.6196448054055693,8.666666666666666,0.23943920291816462
CUST100025,32.0,Female,Post-Graduate,Self-Employed,2019-08-29,292078.45777526894,232027.03149775145,668.385852392346,45,17.733024548936026,1,4,7.12,7.52,10.17,2019,8,29,Thursday,3.0,0,False,False,False,True,False,False,True,False,False,Low,0.0,Q2,2,2.930287984942806,4.211059789285356,0.05338166281625872,0.44122267463327675,-0.30877135307219145,0.794399673516072,7.5,0.17733024548936027
CUST100026,42.0,Male,Graduate,Self-Employed,2025-12-11,218767.5606547644,166820.91798598628,650.84436571443,38,44.5622199701836,1,3,4.65,3.95,7.17,2025,12,11,Thursday,2.0,1,True,False,False,False,False,False,False,False,True,Low,0.0,Q1,0,3.8190788636909194,6.675493986978312,0.021948008693483564,0.03730898771963745,-0.8201589182176696,0.7625486954587624,6.333333333333333,0.445622199701836
CUST100027,64.0,Male,Graduate,Self-Employed,2020-07-22,352990.4950251373,326584.74727711256,652.8417944622365,65,21.92421987206556,0,1,4.93,3.44,11.79,2020,7,22,Wednesday,2.0,1,False,True,False,False,False,False,True,False,False,Medium,0.0,Q4,3,3.1321939879916694,4.682330602602251,0.04362198607327771,0.8682061047457409,0.007156298991185425,0.9251941677745619,10.833333333333334,0.2192421987206556
CUST100028,45.0,Female,Graduate,Salaried,2021-12-13,380208.46669078496,60918.13101514481,575.2063320475011,46,20.847975583242203,1,2,7.2,8.56,11.89,2021,12,13,Monday,2.0,0,False,False,True,False,False,True,False,False,False,Medium,0.0,Q3,2,3.0841082665967314,4.565958342258742,0.045770831086383044,-1.1477478528509613,0.12707202139830767,0.16022297332133892,7.666666666666667,0.20847975583242204
CUST100029,47.0,Female,Graduate,Salaried,2020-02-16,240714.509799629,45715.92721965054,500.55821703364586,43,16.912026055206358,1,1,7.2,8.56,11.89,2020,2,16,Sunday,2.0,0,False,False,True,False,False,False,True,False,False,Low,0.0,Q2,2,2.88547233391835,4.112423379858445,0.055828413654486465,-1.4725860372418456,-0.6469488340816739,0.1899176217408104,7.166666666666667,0.16912026055206358
CUST100030,62.0,Female,Primary,Salaried,2017-04-20,658370.5422960055,91807.92189645016,772.3592677510887,51,13.312919156727574,0,1,7.12,7.52,10.17,2017,4,20,Thursday,0.0,0,False,False,False,True,True,False,False,False,False,High,1.0,Q4,1,2.661162566945199,3.648687319670949,0.06986694950554269,-0.6738479935317842,0.9485092977528446,0.13944718968785974,8.5,0.13312919156727573
CUST100031,48.0,Female,Secondary,Salaried,2017-09-14,422100.21891554,129155.6488096924,733.3480488255809,46,7.607760422833536,0,3,7.2,8.56,11.89,2017,9,14,Thursday,1.0,0,False,False,True,False,False,True,False,False,False,Medium,1.0,Q3,2,2.1526641711122174,2.7582168919128778,0.11617423706953221,-0.270528265572056,0.2921379074250228,0.3059833731939754,7.666666666666667,0.07607760422833536
CUST100032,36.0,Female,Secondary,Salaried,2019-01-01,119655.37915381964,24951.63734709273,650.84436571443,36,15.74582795504726,0,0,7.12,7.52,10.17,2019,1,1,Tuesday,1.0,0,False,False,False,True,False,False,False,True,False,Low,0.0,Q1,0,2.818149149935559,3.9681013035263173,0.05971636652928802,-2.139693077812441,-2.0128376428361263,0.20852917372830224,6.0,0.1574582795504726
CUST100033,35.0,Male,Graduate,Salaried,2017-04-18,3643679.941941896,1111203.2373169912,768.2395173812369,49,36.90334687219531,0,1,7.12,7.52,10.17,2017,4,18,Tuesday,2.0,1,False,False,False,True,False,False,False,True,False,Very High,1.0,Q3,1,3.635039416162952,6.074812496875546,0.026382894454462232,2.4714582253254114,2.8987412322613357,0.3049673009218193,8.166666666666666,0.3690334687219531
CUST100034,64.0,Male,Primary,Self-Employed,2023-07-15,404707.8510326061,165139.59970551217,667.9135279802875,53,20.745099877136912,0,3,7.12,7.52,10.17,2023,7,15,Saturday,0.0,1,False,False,False,True,False,False,False,False,True,Medium,0.0,Q4,3,3.079388439147212,4.554678899454594,0.04598737212752071,0.025033648835519413,0.22619931237634192,0.4080464445751693,8.833333333333334,0.20745099877136913
CUST100035,23.0,Male,Secondary,Salaried,2022-06-08,834376.0613124715,712879.4151382416,607.5170439505854,44,19.227741461155105,0,1,7.2,8.56,11.89,2022,6,8,Wednesday,1.0,1,False,False,True,False,False,False,False,False,True,High,0.0,Q2,2,3.007055001899903,4.384944864095226,0.049437056624456924,1.876656415469406,1.2700283815956357,0.8543862272569086,7.333333333333333,0.19227741461155104
CUST100036,57.0,Female,Secondary,Salaried,2024-07-04,390174.92992256006,229540.24207364,694.4105796040168,35,4.2946020127630815,0,3,7.12,7.52,10.17,2024,7,4,Thursday,1.0,0,False,False,False,True,True,False,False,False,False,Medium,0.0,Q1,0,1.6666878133886684,2.072342156296368,0.18887160877992648,0.4279045893869689,0.16833239982243917,0.5883008478253535,5.833333333333333,0.04294602012763082
CUST100037,27.0,Female,Post-Graduate,Salaried,2024-09-29,352990.4950251373,172988.69713606258,583.6219458985767,45,8.769097451312538,0,0,4.65,3.95,7.17,2024,9,29,Sunday,3.0,0,True,False,False,False,False,False,False,True,False,Medium,0.0,Q2,2,2.279224082187898,2.961266190553044,0.10236360165141396,0.08136555753500989,0.007156298991185425,0.4900661620470648,7.5,0.08769097451312538
CUST100038,41.0,Female,Secondary,Self-Employed,2023-05-26,320431.1783088468,214138.13254025285,570.3481745717455,43,8.60557857374678,0,1,4.93,3.44,11.79,2023,5,26,Friday,1.0,0,False,True,False,False,False,False,False,True,False,Medium,0.0,Q2,2,2.26234403113169,2.933526644458301,0.104106170421959,0.3422643897211931,-0.1524067157954441,0.6682812005698657,7.166666666666667,0.08605578573746779
CUST100039,29.0,Male,Graduate,Unemployed,2021-10-15,586748.5242171525,111483.68906676394,711.7285687685815,36,42.55140627897846,0,0,4.93,3.44,11.79,2021,10,15,Friday,2.0,1,False,True,False,False,False,False,False,True,False,Medium,1.0,Q1,0,3.773941993913294,6.523143895314472,0.02296137106559251,-0.44540668940803013,0.7852937274996581,0.1900025044213054,6.0,0.4255140627897846
CUST100040,59.0,Female,Secondary,Salaried,2018-12-22,352990.4950251373,157103.63950844784,718.4607014051265,44,37.00602095917106,0,0,7.12,7.52,10.17,2018,12,22,Saturday,1.0,0,False,False,False,True,False,False,False,True,False,Medium,1.0,Q2,2,3.6377445934690726,6.083257429960618,0.026311620494928304,-0.035309848681934215,0.007156298991185425,0.4450647870766608,7.333333333333333,0.3700602095917106
CUST100041,38.0,Male,Graduate,Salaried,2017-01-17,278123.8863432338,89021.64468864391,548.1009375610073,38,21.795836084063165,0,1,4.93,3.44,11.79,2017,1,17,Tuesday,2.0,1,False,True,False,False,False,False,True,False,False,Low,0.0,Q1,0,3.1265778913899247,4.668601084271729,0.04386766058118446,-0.7098613458146618,-0.39285184379304827,0.32007910524729954,6.333333333333333,0.21795836084063164
CUST100042,24.0,Female,Secondary,Self-Employed,2022-11-15,317104.5635692822,193841.66827289612,551.0561854046515,48,16.780739518332066,1,0,7.2,8.56,11.89,2022,11,15,Tuesday,1.0,0,False,False,True,False,False,True,False,False,False,Medium,0.0,Q3,1,2.878115821927896,4.096430094403182,0.05624063042872841,0.22010268622439313,-0.16984232864237225,0.6112862775957649,8.0,0.16780739518332066
CUST100043,45.0,Female,Secondary,Salaried,2024-12-22,181748.1168025353,67750.16896896462,614.3960245093591,44,59.75983477508628,0,0,7.2,8.56,11.89,2024,12,22,Sunday,1.0,0,False,False,True,False,False,True,False,False,False,Low,0.0,Q2,2,4.1069289584198305,7.730448549410719,0.016458240936659624,-1.026049946830972,-1.1679040480425673,0.3727695789143909,7.333333333333333,0.5975983477508628
CUST100044,34.0,Female,Graduate,Salaried,2022-01-08,230085.4280442133,206648.42259729188,593.0956133456269,50,17.672722746777918,0,1,4.93,3.44,11.79,2022,1,8,Saturday,2.0,0,False,True,False,False,True,False,False,False,False,Low,0.0,Q4,1,2.9270637823131813,4.203893760167818,0.053554053876398694,0.2985046636475477,-0.7282621454648533,0.8981378106117274,8.333333333333334,0.1767272274677792
CUST100045,29.0,Male,Primary,Unemployed,2021-11-14,401727.8366595618,124873.55623129012,688.1191010532295,40,33.75983695019882,0,0,7.2,8.56,11.89,2021,11,14,Sunday,0.0,1,False,False,True,False,False,False,True,False,False,Medium,0.0,Q1,2,3.548462609655431,5.8103215875026075,0.02876883460163297,-0.31073713492219845,0.2145468171048104,0.3108411835974223,6.666666666666667,0.3375983695019882
CUST100046,46.0,Female,Primary,Salaried,2017-08-23,745258.6725630825,240945.39055322067,653.8439870212471,43,1.6504197875870463,1,5,4.93,3.44,11.79,2017,8,23,Wednesday,0.0,0,False,True,False,False,False,False,False,True,False,High,0.0,Q2,2,0.9747180378627328,1.2846866495714222,0.37729872252063296,0.4879062908876419,1.1190815614815182,0.32330437661941575,7.166666666666667,0.016504197875870465
CUST100047,22.0,Female,Secondary,Self-Employed,2020-04-10,438137.5542378399,370023.72810308245,743.1925006109284,33,50.84515871245375,0,1,4.93,3.44,11.79,2020,4,10,Friday,1.0,0,False,True,False,False,False,False,False,True,False,Medium,1.0,Q1,0,3.94826155929312,7.130579128826336,0.0192882040451694,1.026380933586006,0.35000554105337783,0.8445378044499187,5.5,0.5084515871245375
CUST100048,40.0,Female,Primary,Salaried,2020-07-31,352386.2818052691,42186.10827420553,675.3806180187187,46,7.60263885595698,0,1,4.93,3.44,11.79,2020,7,31,Friday,0.0,0,False,True,False,False,False,False,False,False,True,Medium,0.0,Q3,2,2.1520689999084848,2.7572883157111043,0.11624340121026241,-1.5625140131672806,0.004364562345323899,0.11971552370905814,7.666666666666667,0.0760263885595698
CUST100049,48.0,Female,Secondary,Salaried,2021-02-06,219968.03858659376,144596.25199253642,598.4338536262658,39,9.167298911922815,0,2,7.12,7.52,10.17,2021,2,6,Saturday,1.0,0,False,False,False,True,False,False,False,False,True,Low,0.0,Q1,0,2.319176581069641,3.027754764164828,0.09835453925991465,-0.13526396956213332,-0.8101334419879377,0.6573511902985575,6.5,0.09167298911922815
CUST100050,27.0,Female,Secondary,Self-Employed,2015-05-25,698783.5013800919,475355.2421074504,498.7096910490843,50,31.402641893096344,1,1,4.93,3.44,11.79,2015,5,25,Monday,1.0,0,False,True,False,False,True,False,False,False,False,High,0.0,Q4,1,3.478239959384467,5.603806018510665,0.030861681072155367,1.347254258523562,1.0311319702307042,0.6802611125887025,8.333333333333334,0.31402641893096345
CUST100051,64.0,Female,Post-Graduate,Salaried,2020-01-25,469819.23812187696,361339.3206285182,664.3564787421742,39,40.30517502383859,0,0,7.12,7.52,10.17,2020,1,25,Saturday,3.0,0,False,False,False,True,False,False,False,True,False,Medium,0.0,Q1,0,3.7209877953578356,6.348635682084663,0.02421004146388114,0.9962075842724554,0.4569258788258942,0.7691028619283194,6.5,0.4030517502383859
CUST100052,28.0,Male,Graduate,Unemployed,2024-02-19,237034.77561087915,208484.28023597653,513.1737511810978,40,66.30760232474225,1,0,4.93,3.44,11.79,2024,2,19,Monday,2.0,1,False,True,False,False,True,False,False,False,False,Low,0.0,Q1,2,4.20927319200564,8.142948011914497,0.014857162719528347,0.3093672350177847,-0.6745837602328947,0.8795514485107803,6.666666666666667,0.6630760232474224
CUST100053,55.0,Female,Graduate,Salaried,2017-01-04,621063.7888533543,546835.1983445629,650.84436571443,49,18.06520504892474,1,1,4.93,3.44,11.79,2017,1,4,Wednesday,2.0,0,False,True,False,False,False,False,True,False,False,High,0.0,Q3,1,2.947864948506069,4.250318229135877,0.05245157329458668,1.5288054818326977,0.8664203363957313,0.8804815353253219,8.166666666666666,0.18065205048924737
CUST100054,34.0,Female,Secondary,Salaried,2021-09-19,506736.4053933681,77136.12812730823,592.261857752266,45,41.687113621713365,1,2,4.93,3.44,11.79,2021,9,19,Sunday,1.0,0,False,True,False,False,False,True,False,False,False,Medium,0.0,Q2,2,3.7538970859685428,6.456555863749137,0.023426273532144763,-0.8764526636832379,0.5707127319222529,0.15222140605317114,7.5,0.4168711362171337
CUST100055,37.0,Male,Post-Graduate,Salaried,2022-10-31,222321.93996475232,168402.52405547,609.3258308093255,41,14.052172543504613,1,1,7.2,8.56,11.89,2022,10,31,Monday,3.0,1,False,False,True,False,False,False,False,True,False,Low,0.0,Q1,2,2.7115223358268374,3.748622752892669,0.0664355924109789,0.048750612986281694,-0.7906719977767295,0.7574714582023219,6.833333333333333,0.14052172543504612
CUST100056,56.0,Female,Secondary,Salaried,2023-04-05,340841.57069645094,210315.59142524577,544.7172592058514,51,35.869226284331695,1,4,7.12,7.52,10.17,2023,4,5,Wednesday,1.0,0,False,False,False,True,False,False,True,False,False,Medium,0.0,Q4,1,3.607377227060628,5.989092275489809,0.02712289084365651,0.3201136780500118,-0.05015205871286012,0.617047946925905,8.5,0.35869226284331696
CUST100057,60.0,Female,Primary,Salaried,2023-03-22,269503.42098007456,166519.0779044804,591.977871351204,46,57.22843988084857,0,1,7.12,7.52,10.17,2023,3,22,Wednesday,0.0,0,False,False,False,True,False,False,False,True,False,Low,0.0,Q3,2,4.064373893129615,7.564948108272031,0.017173738503835505,0.03511383883096743,-0.4474663385137542,0.6178737074984729,7.666666666666667,0.5722843988084857
CUST100058,24.0,Female,Graduate,Salaried,2025-09-24,1758765.6118040106,356466.5109463959,741.672366276144,45,38.82099438541496,0,2,4.93,3.44,11.79,2025,9,24,Wednesday,2.0,0,False,True,False,False,False,False,False,False,True,Very High,1.0,Q2,2,3.684394270333671,6.230649595781724,0.02511238143179732,0.9789773993237856,2.167674771894873,0.20267994129175584,7.5,0.38820994385414964
CUST100059,22.0,Male,Secondary,Salaried,2021-12-06,498344.522904353,309048.2228991491,741.4518790059947,37,45.99222981610668,1,3,4.93,3.44,11.79,2021,12,6,Monday,1.0,1,False,True,False,False,True,False,False,False,False,Medium,1.0,Q1,0,3.849982264981135,6.781757133376768,0.021280113838250937,0.7986734292195989,0.5457748135835094,0.6201497331565227,6.166666666666667,0.4599222981610668
CUST100060,26.0,Male,Secondary,Salaried,2021-12-04,352990.4950251373,358973.2584976298,772.5999820372776,57,18.426568066826714,0,0,7.2,8.56,11.89,2021,12,4,Saturday,1.0,1,False,False,True,False,False,False,False,False,True,Medium,1.0,Q4,3,2.9666416171566548,4.29261785706889,0.05147589613152642,0.9878686880188712,0.007156298991185425,1.0169487948168872,9.5,0.18426568066826715
CUST100061,62.0,Other,Graduate,Self-Employed,2024-01-22,480988.1120193693,398957.9250155215,650.8117220595019,38,20.24671242312301,0,0,7.2,8.56,11.89,2024,1,22,Monday,2.0,2,False,False,True,False,False,True,False,False,False,Medium,0.0,Q1,0,3.056202173901583,4.499634698853121,0.0470661051030036,1.1223174424682025,0.4924953150727575,0.8294548556315577,6.333333333333333,0.20246712423123012
CUST100062,24.0,Female,Post-Graduate,Self-Employed,2024-11-05,828603.9311305548,373952.70657134143,650.84436571443,52,20.014249236924822,1,4,7.2,8.56,11.89,2024,11,5,Tuesday,3.0,0,False,False,True,False,False,False,False,False,True,High,0.0,Q4,1,3.045200742714228,4.473728784462109,0.04758675833362,1.03981372677427,1.2608721329796602,0.4513045286438805,8.666666666666666,0.20014249236924822
CUST100063,49.0,Male,Graduate,Self-Employed,2021-07-14,344542.21896070417,45465.232583249526,742.8489134154927,40,26.919055871844456,0,4,7.12,7.52,10.17,2021,7,14,Wednesday,2.0,1,False,False,False,True,False,False,False,True,False,Medium,1.0,Q1,2,3.329309461844065,5.188357723966655,0.03581783010823337,-1.4787537079474846,-0.032429186033682146,0.1319583786288755,6.666666666666667,0.26919055871844455
CUST100064,38.0,Female,Graduate,Salaried,2021-05-04,254245.1965941311,99113.62333131388,532.3471234450305,46,60.94303619245596,0,1,7.12,7.52,10.17,2021,5,4,Tuesday,2.0,0,False,False,False,True,False,False,False,False,True,Low,0.0,Q3,2,4.126215191626812,7.8066020900553115,0.01614386477429064,-0.5840866553507866,-0.549687166379682,0.3898347920001639,7.666666666666667,0.6094303619245597
CUST100065,46.0,Female,Post-Graduate,Salaried,2025-12-17,601132.0682367112,457528.9805702488,714.4502805362961,33,8.18742243394147,0,0,7.12,7.52,10.17,2025,12,17,Wednesday,3.0,0,False,False,False,True,False,False,False,True,False,High,1.0,Q1,0,2.2178354219391228,2.861367231576798,0.10884445634127579,1.2979818000619852,0.8200006789455977,0.7611122492804443,5.5,0.08187422433941469
CUST100066,64.0,Female,Secondary,Self-Employed,2021-05-02,326124.0992310091,215633.0199844525,754.1875778716524,44,12.41298033945982,0,3,4.93,3.44,11.79,2021,5,2,Sunday,1.0,0,False,True,False,False,False,True,False,False,False,Medium,1.0,Q2,2,2.5962229201364155,3.5232059746003808,0.07455464592444731,0.35082592379469885,-0.12308599889356694,0.6611992811721328,7.333333333333333,0.1241298033945982
